1	0.000000224
1.05	0.000000216
1.1	0.000000204
1.15	0.000000196
1.2	0.000000184
1.25	0.000000179
1.3	0.000000177
1.35	0.000000174
1.4	0.000000170
1.45	0.000000169
1.5	0.000000166
1.55	0.000000164
1.6	0.000000162
1.65	0.000000165
1.7	0.000000164
1.75	0.000000166
1.8	0.000000169
1.85	0.000000170
1.9	0.000000173
1.95	0.000000177
2	0.000000177
2.05	0.000000179
2.1	0.000000180
2.15	0.000000179
2.2	0.000000180
2.25	0.000000179
2.3	0.000000179
2.35	0.000000182
2.4	0.000000184
2.45	0.000000184
2.5	0.000000184
2.55	0.000000182
2.6	0.000000181
2.65	0.000000179
2.7	0.000000176
2.75	0.000000178
2.8	0.000000179
2.85	0.000000176
2.9	0.000000176
2.95	0.000000177
3	0.000000181
3.05	0.000000181
3.1	0.000000178
3.15	0.000000181
3.2	0.000000180
3.25	0.000000179
3.3	0.000000179
3.35	0.000000180
3.4	0.000000181
3.45	0.000000179
3.5	0.000000178
3.55	0.000000180
3.6	0.000000183
3.65	0.000000182
3.7	0.000000180
3.75	0.000000177
3.8	0.000000177
3.85	0.000000178
3.9	0.000000178
3.95	0.000000177
4	0.000000178
4.05	0.000000176
4.1	0.000000175
4.15	0.000000176
4.2	0.000000176
4.25	0.000000176
4.3	0.000000173
4.35	0.000000170
4.4	0.000000169
4.45	0.000000168
4.5	0.000000167
4.55	0.000000169
4.6	0.000000171
4.65	0.000000173
4.7	0.000000174
4.75	0.000000174
4.8	0.000000174
4.85	0.000000172
4.9	0.000000172
4.95	0.000000174
5	0.000000177
5.05	0.000000180
5.1	0.000000181
5.15	0.000000181
5.2	0.000000180
5.25	0.000000179
5.3	0.000000180
5.35	0.000000180
5.4	0.000000177
5.45	0.000000175
5.5	0.000000176
5.55	0.000000177
5.6	0.000000180
5.65	0.000000182
5.7	0.000000182
5.75	0.000000181
5.8	0.000000180
5.85	0.000000179
5.9	0.000000180
5.95	0.000000181
6	0.000000183
